id,order_id,timestamp,status
1,sell://ethusdt/622453c6626c5715007982f0e0,1588751435005,SellOrderCreated
2,sell://ethusdt/622453c6626c5715007982f0e0,1588751465004,OrderCancelled
3,sell://ethusdt/522574bc94ea21c4cb4568f78d,1588751466001,SellOrderCreated
4,sell://ethusdt/522574bc94ea21c4cb4568f78d,1588751496002,OrderCancelled
5,sell://ethusdt/b69a22451a6d4ea8b3f8e5c483,1588751497001,SellOrderCreated
6,sell://ethusdt/b69a22451a6d4ea8b3f8e5c483,1588751499935,OrderCancelled
7,buy://ethusdt/920939ec3e6b0de196d95349c0,1588752028004,BuyOrderCreated
8,sell://ethusdt/16201b7c17a789868a6ffa1075,1588752028016,SellOrderCreated
9,buy://ethusdt/920939ec3e6b0de196d95349c0,1588752058001,OrderCancelled
10,sell://ethusdt/16201b7c17a789868a6ffa1075,1588752058017,OrderCancelled
11,buy://ethusdt/9ada9ba014cf753d3478192da0,1588752059001,BuyOrderCreated
12,sell://ethusdt/354527f4f25237582b8686b9b3,1588752059014,SellOrderCreated
13,buy://ethusdt/9ada9ba014cf753d3478192da0,1588752089002,OrderCancelled
14,sell://ethusdt/354527f4f25237582b8686b9b3,1588752089016,OrderCancelled
15,buy://ethusdt/2eee101a8ab7f9dd392544fc39,1588752090002,BuyOrderCreated
16,sell://ethusdt/710f0a1772b1e4003c8005396d,1588752090019,SellOrderCreated
17,buy://ethusdt/2eee101a8ab7f9dd392544fc39,1588752120001,OrderCancelled
18,sell://ethusdt/710f0a1772b1e4003c8005396d,1588752120016,OrderCancelled
19,buy://ethusdt/16b4ef0ba6b51e076d3323a409,1588752121002,BuyOrderCreated
20,sell://ethusdt/a3d4928499addd5693c19c2074,1588752121016,SellOrderCreated
21,buy://ethusdt/16b4ef0ba6b51e076d3323a409,1588752151002,OrderCancelled
22,sell://ethusdt/a3d4928499addd5693c19c2074,1588752151019,OrderCancelled
23,buy://ethusdt/6e6b9e0fbe31a18c7d607f0975,1588752152002,BuyOrderCreated
24,sell://ethusdt/3ee8ad59ede0ab68e16939a386,1588752152016,SellOrderCreated
25,buy://ethusdt/6e6b9e0fbe31a18c7d607f0975,1588752182002,OrderCancelled
26,sell://ethusdt/3ee8ad59ede0ab68e16939a386,1588752182015,OrderCancelled
27,buy://ethusdt/287ccdbb86f80946c4c976055f,1588752183001,BuyOrderCreated
28,sell://ethusdt/f8a91d6b81ff03a033dbfff15e,1588752183015,SellOrderCreated
29,buy://ethusdt/287ccdbb86f80946c4c976055f,1588752213001,OrderCancelled
30,sell://ethusdt/f8a91d6b81ff03a033dbfff15e,1588752213013,OrderCancelled
31,buy://ethusdt/5473b0329ee815033a114ae703,1588752214001,BuyOrderCreated
32,sell://ethusdt/b1f13ffd09c0be0ca71bca3e5a,1588752214011,SellOrderCreated
33,buy://ethusdt/5473b0329ee815033a114ae703,1588752244001,OrderCancelled
34,sell://ethusdt/b1f13ffd09c0be0ca71bca3e5a,1588752244018,OrderCancelled
35,buy://ethusdt/bf7df44c8d2c0cacf0b813cbe9,1588752245002,BuyOrderCreated
36,sell://ethusdt/ebdd6fb7e1dc85d5ecf9b4d789,1588752245018,SellOrderCreated
37,buy://ethusdt/bf7df44c8d2c0cacf0b813cbe9,1588752275001,OrderCancelled
38,sell://ethusdt/ebdd6fb7e1dc85d5ecf9b4d789,1588752275015,OrderCancelled
39,buy://ethusdt/e78104702ce7996d2d4fa36062,1588752276001,BuyOrderCreated
40,sell://ethusdt/bbc5fb28cbccf7762ca8833a1b,1588752276017,SellOrderCreated
41,buy://ethusdt/e78104702ce7996d2d4fa36062,1588752306001,OrderCancelled
42,sell://ethusdt/bbc5fb28cbccf7762ca8833a1b,1588752306019,OrderCancelled
43,buy://ethusdt/d41dc274b621d5d64a19c2248a,1588752307001,BuyOrderCreated
44,sell://ethusdt/2d1593ff275ea156c770d27cda,1588752307014,SellOrderCreated
45,buy://ethusdt/d41dc274b621d5d64a19c2248a,1588752337001,OrderCancelled
46,sell://ethusdt/2d1593ff275ea156c770d27cda,1588752337017,OrderCancelled
47,buy://ethusdt/11bac072f2cbfe94f0f0ddf2d3,1588752338001,BuyOrderCreated
48,sell://ethusdt/d36738ececccd44d91f3cc1129,1588752338014,SellOrderCreated
49,buy://ethusdt/11bac072f2cbfe94f0f0ddf2d3,1588752368000,OrderCancelled
50,sell://ethusdt/d36738ececccd44d91f3cc1129,1588752368015,OrderCancelled
51,buy://ethusdt/ee6d5b0c94e4955f348e0cc281,1588752369001,BuyOrderCreated
52,sell://ethusdt/0fbf32e33f4041cb366628e97e,1588752369017,SellOrderCreated
53,buy://ethusdt/ee6d5b0c94e4955f348e0cc281,1588752399002,OrderCancelled
54,sell://ethusdt/0fbf32e33f4041cb366628e97e,1588752399016,OrderCancelled
55,buy://ethusdt/676c1665c289566fb97122e195,1588752400001,BuyOrderCreated
56,sell://ethusdt/2bd7942551a2d4c6d17e5c90f6,1588752400011,SellOrderCreated
57,buy://ethusdt/676c1665c289566fb97122e195,1588752430002,OrderCancelled
58,sell://ethusdt/2bd7942551a2d4c6d17e5c90f6,1588752430018,OrderCancelled
59,buy://ethusdt/52039e1c56caba37049f52e031,1588752431001,BuyOrderCreated
60,sell://ethusdt/a15a2ad1de8df3d0c1783ecc2c,1588752431015,SellOrderCreated
61,buy://ethusdt/52039e1c56caba37049f52e031,1588752461001,OrderCancelled
62,sell://ethusdt/a15a2ad1de8df3d0c1783ecc2c,1588752461011,OrderCancelled
63,buy://ethusdt/9898c267e0c1ec7c25ab0c20fe,1588752462001,BuyOrderCreated
64,sell://ethusdt/d93a4bc5b707c43b0c86bdf2b6,1588752462013,SellOrderCreated
65,buy://ethusdt/9898c267e0c1ec7c25ab0c20fe,1588752492001,OrderCancelled
66,sell://ethusdt/d93a4bc5b707c43b0c86bdf2b6,1588752492016,OrderCancelled
67,buy://ethusdt/13d6824154e18986933df8f8e6,1588752493000,BuyOrderCreated
68,sell://ethusdt/cb367edc8487eef3e6b12efa78,1588752493013,SellOrderCreated
69,buy://ethusdt/13d6824154e18986933df8f8e6,1588752523000,OrderCancelled
70,sell://ethusdt/cb367edc8487eef3e6b12efa78,1588752523013,OrderCancelled
71,buy://ethusdt/fb946b562b98741c69df17bc90,1588752524001,BuyOrderCreated
72,sell://ethusdt/cfa07471b66ad10012514b79e7,1588752524013,SellOrderCreated
73,buy://ethusdt/fb946b562b98741c69df17bc90,1588752554000,OrderCancelled
74,sell://ethusdt/cfa07471b66ad10012514b79e7,1588752554015,OrderCancelled
75,buy://ethusdt/c0074fb10b4bde29b96d3757c5,1588752555001,BuyOrderCreated
76,sell://ethusdt/db56f4dcfbf8a5559816183030,1588752555017,SellOrderCreated
77,buy://ethusdt/c0074fb10b4bde29b96d3757c5,1588752585002,OrderCancelled
78,sell://ethusdt/db56f4dcfbf8a5559816183030,1588752585017,OrderCancelled
79,buy://ethusdt/63667c02c01115dacf5aa48251,1588752586002,BuyOrderCreated
80,sell://ethusdt/9c3f606651751aae7e8619e084,1588752586013,SellOrderCreated
81,buy://ethusdt/63667c02c01115dacf5aa48251,1588752616001,OrderCancelled
82,sell://ethusdt/9c3f606651751aae7e8619e084,1588752616016,OrderCancelled
83,buy://ethusdt/4d36903ce03fd14df07659c32d,1588752617001,BuyOrderCreated
84,sell://ethusdt/f2400cd12e58d9049a43939f72,1588752617014,SellOrderCreated
85,buy://ethusdt/4d36903ce03fd14df07659c32d,1588752647001,OrderCancelled
86,sell://ethusdt/f2400cd12e58d9049a43939f72,1588752647015,OrderCancelled
87,buy://ethusdt/80028723210016febfab99a5ab,1588752648001,BuyOrderCreated
88,sell://ethusdt/c30fd142c75a599589d393f4f0,1588752648013,SellOrderCreated
89,buy://ethusdt/80028723210016febfab99a5ab,1588752678002,OrderCancelled
90,sell://ethusdt/c30fd142c75a599589d393f4f0,1588752678016,OrderCancelled
91,buy://ethusdt/7a4df1d3e069fa88f5088845f1,1588752679000,BuyOrderCreated
92,sell://ethusdt/7b7d3c583d84f65389fce20f0b,1588752679013,SellOrderCreated
93,buy://ethusdt/7a4df1d3e069fa88f5088845f1,1588752709001,OrderCancelled
94,sell://ethusdt/7b7d3c583d84f65389fce20f0b,1588752709013,OrderCancelled
95,buy://ethusdt/9da4c639b4bb6a61f22357b9b9,1588752710001,BuyOrderCreated
96,sell://ethusdt/f492f68c72f3b3c465e6088fd9,1588752710016,SellOrderCreated
97,buy://ethusdt/9da4c639b4bb6a61f22357b9b9,1588752740001,OrderCancelled
98,sell://ethusdt/f492f68c72f3b3c465e6088fd9,1588752740014,OrderCancelled
99,buy://ethusdt/961297c77a01ae1b8284841458,1588752741001,BuyOrderCreated
100,sell://ethusdt/76c14983e5c2c1217d6d206654,1588752741012,SellOrderCreated
101,buy://ethusdt/961297c77a01ae1b8284841458,1588752771001,OrderCancelled
102,sell://ethusdt/76c14983e5c2c1217d6d206654,1588752771014,OrderCancelled
103,buy://ethusdt/ffa57d35c13e4675a968963918,1588752772001,BuyOrderCreated
104,sell://ethusdt/140f3bbaedb1f4198aacedd3a3,1588752772011,SellOrderCreated
105,buy://ethusdt/ffa57d35c13e4675a968963918,1588752802002,OrderCancelled
106,sell://ethusdt/140f3bbaedb1f4198aacedd3a3,1588752802013,OrderCancelled
107,buy://ethusdt/844e8413daac23651f5c3c64bc,1588752803001,BuyOrderCreated
108,sell://ethusdt/192d00230348bb2d844ac0a71b,1588752803016,SellOrderCreated
