id,config_file_path,strategy,market,symbol,base_asset,quote_asset,timestamp,order_id,trade_type,order_type,price,amount,trade_fee,exchange_trade_id
1,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588817433001,buy://ETH-USDC/1d09baaae26d8503fad88ed697,BUY,LIMIT,205.5522,1.0,"{""percent"": 0.0, ""flat_fees"": []}",
2,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588817525451,buy://ETH-USDC/65e973f54de755dc34ca8c2d1c,BUY,LIMIT,205.4572,1.0,"{""percent"": 0.0, ""flat_fees"": []}",
3,conf_pure_mm_3.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588817840002,sell://ETH-USDC/f47c0f943a03a8af5c0b40a7ef,SELL,LIMIT,205.2776,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
4,conf_pure_mm_3.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588817981192,buy://ETH-USDC/1484a48d7dc5fd6318cf12c692,BUY,LIMIT,205.5672,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
5,conf_pure_mm_3.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588818051751,buy://ETH-USDC/91bd3733d26dd2d7bcb61e08f7,BUY,LIMIT,205.4472,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
6,conf_pure_mm_3.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588818172002,buy://ETH-USDC/13c2d43fabc204e057c0619756,BUY,LIMIT,205.0624,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
7,conf_pure_mm_3.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588818602173,buy://ETH-USDC/172518e446cd1703f64b01bf7a,BUY,LIMIT,205.0224,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
8,conf_pure_mm_3.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588818678001,buy://ETH-USDC/5cc3ecceef64abe8d38faafb30,BUY,LIMIT,204.6476,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
9,conf_pure_mm_3.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588818739148,buy://ETH-USDC/3fd02f89ee49a2ee396ccb1ac2,BUY,LIMIT,204.3378,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
10,conf_pure_mm_3.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588818824000,sell://ETH-USDC/9b13683862446c02856d960728,SELL,LIMIT,204.5122,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
