id,order_id,timestamp,status
1,sell://ETH-USDC/5519f8be7a77730251ea81b554,1588989094002,SellOrderCreated
2,sell://ETH-USDC/5519f8be7a77730251ea81b554,1588989154001,OrderCancelled
3,sell://ETH-USDC/3a0f537292ed004f6248e14050,1588989155002,SellOrderCreated
4,sell://ETH-USDC/3a0f537292ed004f6248e14050,1588989215002,OrderCancelled
5,sell://ETH-USDC/102039e16c88f9824a47ea60db,1588989216001,SellOrderCreated
6,sell://ETH-USDC/102039e16c88f9824a47ea60db,1588989276001,OrderCancelled
7,sell://ETH-USDC/b83972d8d4e60b398373de92c6,1588989277000,SellOrderCreated
8,sell://ETH-USDC/b83972d8d4e60b398373de92c6,1588989337001,OrderCancelled
9,sell://ETH-USDC/41250ebe344f42f28fef3b4302,1588989338001,SellOrderCreated
10,sell://ETH-USDC/41250ebe344f42f28fef3b4302,1588989398001,OrderCancelled
11,sell://ETH-USDC/e451edad95d80b0734350c9946,1588989399002,SellOrderCreated
12,sell://ETH-USDC/e451edad95d80b0734350c9946,1588989459002,OrderCancelled
13,sell://ETH-USDC/1b328d9986e827c23df276d651,1588989460001,SellOrderCreated
14,sell://ETH-USDC/1b328d9986e827c23df276d651,1588989520001,OrderCancelled
15,sell://ETH-USDC/149e54e89121813bf9bb72e4a1,1588989521001,SellOrderCreated
16,sell://ETH-USDC/149e54e89121813bf9bb72e4a1,1588989581002,OrderCancelled
17,sell://ETH-USDC/7149e98cc24764d050af90726a,1588989582000,SellOrderCreated
18,sell://ETH-USDC/7149e98cc24764d050af90726a,1588989642003,OrderCancelled
19,sell://ETH-USDC/d2e365a28380abc088d2aba4cf,1588989643000,SellOrderCreated
20,sell://ETH-USDC/d2e365a28380abc088d2aba4cf,1588989703001,OrderCancelled
21,sell://ETH-USDC/085510c1876529eb292a2fefd6,1588989704000,SellOrderCreated
22,sell://ETH-USDC/085510c1876529eb292a2fefd6,1588989764002,OrderCancelled
23,sell://ETH-USDC/cfe983f709bcc70bda615c3512,1588989765001,SellOrderCreated
24,sell://ETH-USDC/cfe983f709bcc70bda615c3512,1588989825001,OrderCancelled
25,sell://ETH-USDC/17c194b40615f6ea23204204d1,1588989826000,SellOrderCreated
26,sell://ETH-USDC/17c194b40615f6ea23204204d1,1588989886002,OrderCancelled
27,sell://ETH-USDC/d81d08689e7337473357c0bf66,1588989887001,SellOrderCreated
28,sell://ETH-USDC/d81d08689e7337473357c0bf66,1588989947003,OrderCancelled
29,sell://ETH-USDC/beaf02ebc1fa13fd9c1172dd39,1588989948001,SellOrderCreated
30,sell://ETH-USDC/beaf02ebc1fa13fd9c1172dd39,1588990008001,OrderCancelled
31,sell://ETH-USDC/7db100904355af4580213233b3,1588990009001,SellOrderCreated
32,sell://ETH-USDC/7db100904355af4580213233b3,1588990069001,OrderCancelled
33,sell://ETH-USDC/e9b10fa57d6c1163d665039d86,1588990070001,SellOrderCreated
34,sell://ETH-USDC/e9b10fa57d6c1163d665039d86,1588990130001,OrderCancelled
35,sell://ETH-USDC/b600b739dddf7620b4ffbc3b3e,1588990131001,SellOrderCreated
36,sell://ETH-USDC/b600b739dddf7620b4ffbc3b3e,1588990191001,OrderCancelled
37,sell://ETH-USDC/faa71f69ea610a20f733d49ba4,1588990192001,SellOrderCreated
38,sell://ETH-USDC/faa71f69ea610a20f733d49ba4,1588990252002,OrderCancelled
39,sell://ETH-USDC/3d273e3e5c90a55e1ac36a9df9,1588990253001,SellOrderCreated
40,sell://ETH-USDC/3d273e3e5c90a55e1ac36a9df9,1588990313002,OrderCancelled
41,sell://ETH-USDC/ba7aecfad50d47dd75d9173bcc,1588990314001,SellOrderCreated
42,sell://ETH-USDC/ba7aecfad50d47dd75d9173bcc,1588990374002,OrderCancelled
43,sell://ETH-USDC/aceffeab3a1337035dc1b50456,1588990375001,SellOrderCreated
44,sell://ETH-USDC/aceffeab3a1337035dc1b50456,1588990435002,OrderCancelled
45,sell://ETH-USDC/b9dc14f511a5a69bf995812031,1588990436002,SellOrderCreated
46,sell://ETH-USDC/b9dc14f511a5a69bf995812031,1588990496001,OrderCancelled
47,sell://ETH-USDC/6c3df399f26adb878933a63879,1588990497001,SellOrderCreated
48,sell://ETH-USDC/6c3df399f26adb878933a63879,1588990557001,OrderCancelled
49,sell://ETH-USDC/43ea877d96fb709a552f1974da,1588990558002,SellOrderCreated
50,sell://ETH-USDC/43ea877d96fb709a552f1974da,1588990618001,OrderCancelled
51,sell://ETH-USDC/d8c2fb24a0478dd1bfc514646d,1588990619002,SellOrderCreated
52,sell://ETH-USDC/d8c2fb24a0478dd1bfc514646d,1588990679001,OrderCancelled
53,sell://ETH-USDC/32fe044efa05fb7d36883ebcc6,1588990680001,SellOrderCreated
54,sell://ETH-USDC/32fe044efa05fb7d36883ebcc6,1588990740001,OrderCancelled
55,sell://ETH-USDC/d0d0ae2424770fb596ee3b3ea5,1588990741002,SellOrderCreated
56,sell://ETH-USDC/d0d0ae2424770fb596ee3b3ea5,1588990801001,OrderCancelled
57,sell://ETH-USDC/25cb3e21e652823d43afd6571f,1588990802001,SellOrderCreated
58,sell://ETH-USDC/25cb3e21e652823d43afd6571f,1588990862002,OrderCancelled
59,sell://ETH-USDC/5815b317a9510b5553212233b9,1588990863003,SellOrderCreated
60,sell://ETH-USDC/5815b317a9510b5553212233b9,1588990923001,OrderCancelled
61,sell://ETH-USDC/6b3e09e8e4072f0ed7c10deb03,1588990924001,SellOrderCreated
62,sell://ETH-USDC/6b3e09e8e4072f0ed7c10deb03,1588990984001,OrderCancelled
63,sell://ETH-USDC/3bbed9dbf8ca19bd9d665e186b,1588990985001,SellOrderCreated
64,sell://ETH-USDC/3bbed9dbf8ca19bd9d665e186b,1588991045002,OrderCancelled
65,sell://ETH-USDC/8bbf6284a7e83619e320bc9feb,1588991046002,SellOrderCreated
66,sell://ETH-USDC/8bbf6284a7e83619e320bc9feb,1588991106001,OrderCancelled
67,sell://ETH-USDC/367714347211a08b57e3341ec9,1588991107001,SellOrderCreated
68,sell://ETH-USDC/367714347211a08b57e3341ec9,1588991167001,OrderCancelled
69,sell://ETH-USDC/15cbfd7699eb517ba7ebd0f914,1588991168001,SellOrderCreated
70,sell://ETH-USDC/15cbfd7699eb517ba7ebd0f914,1588991228001,OrderCancelled
71,sell://ETH-USDC/727e6369572066de8b9dc19abf,1588991229002,SellOrderCreated
72,sell://ETH-USDC/727e6369572066de8b9dc19abf,1588991289001,OrderCancelled
73,sell://ETH-USDC/1e0397c438b5c692f8483c934a,1588991290001,SellOrderCreated
74,sell://ETH-USDC/1e0397c438b5c692f8483c934a,1588991350001,OrderCancelled
75,sell://ETH-USDC/4c4da4aade796d37d79cdb87e6,1588991351001,SellOrderCreated
76,sell://ETH-USDC/4c4da4aade796d37d79cdb87e6,1588991411001,OrderCancelled
77,sell://ETH-USDC/ba8505643bd3a74309a4f8db8b,1588991412001,SellOrderCreated
78,sell://ETH-USDC/ba8505643bd3a74309a4f8db8b,1588991472001,OrderCancelled
79,sell://ETH-USDC/b5d5b95233dc0fd5244349476f,1588991473001,SellOrderCreated
80,sell://ETH-USDC/b5d5b95233dc0fd5244349476f,1588991533001,OrderCancelled
81,sell://ETH-USDC/9ff961b832d90574a6444a5ad6,1588991534001,SellOrderCreated
82,sell://ETH-USDC/9ff961b832d90574a6444a5ad6,1588991594001,OrderCancelled
83,sell://ETH-USDC/382988f8a39a7b5c067eee61cc,1588991595001,SellOrderCreated
84,sell://ETH-USDC/382988f8a39a7b5c067eee61cc,1588991655002,OrderCancelled
85,sell://ETH-USDC/36462183b19d066b0cc863858e,1588991656001,SellOrderCreated
86,sell://ETH-USDC/36462183b19d066b0cc863858e,1588991716001,OrderCancelled
87,sell://ETH-USDC/59491c0251a2777cec0a89c3a4,1588991717001,SellOrderCreated
88,sell://ETH-USDC/59491c0251a2777cec0a89c3a4,1588991777001,OrderCancelled
89,sell://ETH-USDC/4acee316876d98757d46d12534,1588991778001,SellOrderCreated
90,sell://ETH-USDC/4acee316876d98757d46d12534,1588991838001,OrderCancelled
91,sell://ETH-USDC/871b19f64faf1be44bfcf2b8b2,1588991839001,SellOrderCreated
92,sell://ETH-USDC/871b19f64faf1be44bfcf2b8b2,1588991899002,OrderCancelled
93,sell://ETH-USDC/ae0d3c3328684c63e928c4c621,1588991900002,SellOrderCreated
94,sell://ETH-USDC/ae0d3c3328684c63e928c4c621,1588991960001,OrderCancelled
95,sell://ETH-USDC/7a6e05534d64bf61643e6e4880,1588991961001,SellOrderCreated
96,sell://ETH-USDC/7a6e05534d64bf61643e6e4880,1588992021001,OrderCancelled
97,sell://ETH-USDC/9ae6e3469cc8126dd93faa1515,1588992022000,SellOrderCreated
98,sell://ETH-USDC/9ae6e3469cc8126dd93faa1515,1588992082002,OrderCancelled
99,sell://ETH-USDC/7ddfe5e850f750c20b3b5188df,1588992083001,SellOrderCreated
100,sell://ETH-USDC/7ddfe5e850f750c20b3b5188df,1588992143001,OrderCancelled
101,sell://ETH-USDC/3fca82e996bf3962d8cbec204f,1588992144001,SellOrderCreated
102,sell://ETH-USDC/3fca82e996bf3962d8cbec204f,1588992204001,OrderCancelled
103,sell://ETH-USDC/2cbaf49149fd7148b9e636a773,1588992205001,SellOrderCreated
104,sell://ETH-USDC/2cbaf49149fd7148b9e636a773,1588992265001,OrderCancelled
105,sell://ETH-USDC/e058ba07a7992ca3434758f10d,1588992266000,SellOrderCreated
106,sell://ETH-USDC/e058ba07a7992ca3434758f10d,1588992326001,OrderCancelled
107,sell://ETH-USDC/09395024e3cc3d8a8269354591,1588992327002,SellOrderCreated
108,sell://ETH-USDC/09395024e3cc3d8a8269354591,1588992387001,OrderCancelled
109,sell://ETH-USDC/58a85015db0c9e0a09a4a736a7,1588992388002,SellOrderCreated
110,sell://ETH-USDC/58a85015db0c9e0a09a4a736a7,1588992448002,OrderCancelled
111,sell://ETH-USDC/c9d183c27b63cb3fe752de64ac,1588992449001,SellOrderCreated
112,sell://ETH-USDC/c9d183c27b63cb3fe752de64ac,1588992509002,OrderCancelled
113,sell://ETH-USDC/c1efeb2dcf84ddc1cd0f811b97,1588992510001,SellOrderCreated
114,sell://ETH-USDC/c1efeb2dcf84ddc1cd0f811b97,1588992570002,OrderCancelled
115,sell://ETH-USDC/99e437f87fe052d4025e37a0d4,1588992571001,SellOrderCreated
116,sell://ETH-USDC/99e437f87fe052d4025e37a0d4,1588992631002,OrderCancelled
117,sell://ETH-USDC/6d62804ec3d7a36297b255737f,1588992632001,SellOrderCreated
118,sell://ETH-USDC/6d62804ec3d7a36297b255737f,1588992692001,OrderCancelled
119,sell://ETH-USDC/eb0fc9d4fbe0dbf768cab5dcc9,1588992693001,SellOrderCreated
120,sell://ETH-USDC/eb0fc9d4fbe0dbf768cab5dcc9,1588992753001,OrderCancelled
121,sell://ETH-USDC/e70d0a889941b4d6ea8a705a81,1588992754002,SellOrderCreated
122,sell://ETH-USDC/e70d0a889941b4d6ea8a705a81,1588992814002,OrderCancelled
123,sell://ETH-USDC/0bccf44e8643edde16894b6ea0,1588992815001,SellOrderCreated
124,sell://ETH-USDC/0bccf44e8643edde16894b6ea0,1588992875001,OrderCancelled
125,sell://ETH-USDC/92652fc8539ba9fce303b4bc87,1588992876002,SellOrderCreated
126,sell://ETH-USDC/92652fc8539ba9fce303b4bc87,1588992936001,OrderCancelled
127,sell://ETH-USDC/595fa97497ee5792b11c61a5b6,1588992937001,SellOrderCreated
128,sell://ETH-USDC/595fa97497ee5792b11c61a5b6,1588992997001,OrderCancelled
129,sell://ETH-USDC/5d1b02853c366f20563fee42af,1588992998001,SellOrderCreated
130,sell://ETH-USDC/5d1b02853c366f20563fee42af,1588993058001,OrderCancelled
